id,vintage_id,wine_name,producer,location,transaction_type,quantity,unit_cost,total_cost,reference_id,notes,created_at
4867,363,"Domaine de Chevalier Blanc 2019","Domaine de",Fridge 2,IN,12,,,intake-250,"Delivery from order #250",2028-04-24
7127,427,"Faiveley Mazis‑Chambertin 2018","Faiveley",Fridge 1,IN,12,,,intake-484,"Delivery from order #484",2028-04-24
7128,79,"Taittinger Comtes de Champagne 2016","Taittinger",Guest Pantry 1,IN,12,,,intake-484,"Delivery from order #484",2028-04-24
7129,901,"Shafer Hillside Select 2002","Shafer",Guest Pantry 1,IN,12,,,intake-486,"Delivery from order #486",2028-04-24
7130,297,"Château Margaux 2010","Château Margaux 2010",Guest Pantry 1,IN,12,,,intake-486,"Delivery from order #486",2028-04-24
7131,653,"Tignanello 2008","Tignanello",Wine Fridge Port,OUT,2,,,consumption-2028-04-27,"Guest service - 6 guests",2028-04-27
4868,832,"Dönnhoff Hermannshöhle GG 2008","Dönnhoff",Guest Pantry 1,IN,12,,,intake-251,"Delivery from order #251",2028-04-28
4869,151,"Château Brane‑Cantenac 2019","Château Brane‑Cantenac 2019",Fridge 1,OUT,1,,,consumption-2028-04-28,"Guest service - 3 guests",2028-04-28
4870,374,"Armand Rousseau Chambertin 2018","Armand",Main Cellar B3,OUT,1,,,consumption-2028-04-28,"Guest service - 2 guests",2028-04-28
7132,454,"Georges Roumier Bonnes‑Mares 2012","Georges",Fridge 1,OUT,1,,,consumption-2028-04-28,"Guest service - 3 guests",2028-04-28
4871,832,"Dönnhoff Hermannshöhle GG 2008","Dönnhoff",Guest Pantry 1,IN,12,,,intake-252,"Delivery from order #252",2028-04-29
4872,785,"Muga Prado Enea Gran Reserva 2012","Muga",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2028-04-29
4873,88,"Krug Vintage 2016","Krug",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-04-29
7133,901,"Shafer Hillside Select 2002","Shafer",Guest Pantry 1,IN,12,,,intake-487,"Delivery from order #487",2028-04-29
7134,297,"Château Margaux 2010","Château Margaux 2010",Guest Pantry 1,IN,12,,,intake-487,"Delivery from order #487",2028-04-29
7135,149,"Château Talbot 2008","Château Talbot 2008",Guest Pantry 2,OUT,1,,,consumption-2028-04-29,"Guest service - 2 guests",2028-04-29
7136,804,"Muga Prado Enea Gran Reserva 2002","Muga",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2028-04-29
7137,815,"Vega Sicilia Único 2014","Vega",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-04-29
7138,429,"Denis Mortet Chambertin 2010","Denis",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-04-29
4874,781,"CVNE Imperial Gran Reserva 2016","CVNE",Guest Pantry 1,OUT,1,,,consumption-2028-05-01,"Guest service - 2 guests",2028-05-01
4875,287,"Château Montrose 2012","Château Montrose 2012",Wine Fridge Port,OUT,2,,,consumption-2028-05-01,"Guest service - 4 guests",2028-05-01
7139,186,"Château Rauzan‑Ségla 2010","Château Rauzan‑Ségla 2010",Fridge 1,OUT,1,,,consumption-2028-05-01,"Guest service - 3 guests",2028-05-01
7140,395,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2002","Sylvain",Guest Pantry 1,OUT,1,,,consumption-2028-05-01,"Guest service - 2 guests",2028-05-01
4876,917,"Bryant Family Cabernet 2018","Bryant",Fridge 1,OUT,2,,,consumption-2028-05-02,"Guest service - 4 guests",2028-05-02
7141,311,"Château Montrose 2018","Château Montrose 2018",Guest Pantry 1,OUT,3,,,consumption-2028-05-05,"Guest service - 8 guests",2028-05-05
4877,289,"Château Cos d'Estournel 2015","Château Cos d'Estournel 2015",Main Cellar A1,OUT,1,,,consumption-2028-05-06,"Guest service - 3 guests",2028-05-06
4878,692,"Masseto 2018","Masseto",Main Cellar B3,OUT,1,,,consumption-2028-05-06,"Guest service - 2 guests",2028-05-06
4879,686,"Biondi‑Santi Brunello 2013","Biondi‑Santi",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-05-06
4880,24,"Pol Roger Sir Winston Churchill 2016","Pol",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-06
4881,548,"Coche‑Dury Meursault 2014","Coche‑Dury",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-06
7142,580,"Roulot Meursault 1er Cru 2016","Roulot",Main Cellar B3,OUT,3,,,consumption-2028-05-06,"Guest service - 8 guests",2028-05-06
7143,40,"Louis Roederer Cristal 2000","Louis",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2028-05-06
7144,806,"Artadi Viña El Pisón 2014","Artadi",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2028-05-06
7145,149,"Château Talbot 2008","Château Talbot 2008",Guest Pantry 2,OUT,1,,,consumption-2028-05-07,"Guest service - 2 guests",2028-05-07
7146,703,"Planeta Chardonnay 2009","Planeta",Main Cellar A1,OUT,1,,,consumption-2028-05-07,"Guest service - 2 guests",2028-05-07
4882,565,"Domaine Leflaive Puligny‑Montrachet 1er Cru 2010","Domaine",Main Cellar A2,OUT,2,,,consumption-2028-05-08,"Guest service - 7 guests",2028-05-08
4883,563,"Roulot Meursault 1er Cru 2019","Roulot",Guest Pantry 2,OUT,3,,,consumption-2028-05-08,"Guest service - 9 guests",2028-05-08
7147,479,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2018","Sylvain",Main Cellar B1,OUT,1,,,consumption-2028-05-08,"Guest service - 3 guests",2028-05-08
7148,816,"Marqués de Murrieta Castillo Ygay 2012","Marqués de",Main Cellar B3,OUT,1,,,consumption-2028-05-08,"Guest service - 2 guests",2028-05-08
4884,661,"Masseto 2009","Masseto",Guest Pantry 1,OUT,3,,,consumption-2028-05-09,"Guest service - 8 guests",2028-05-09
4885,891,"Harlan Estate Proprietary Red 2002","Harlan",Wine Fridge Starboard,OUT,3,,,consumption-2028-05-09,"Guest service - 7 guests",2028-05-09
7149,224,"Château Léoville Las Cases 2005","Château Léoville Las Cases 2005",Fridge 1,OUT,3,,,consumption-2028-05-09,"Guest service - 8 guests",2028-05-09
7150,66,"Dom Pérignon 2008","Dom",Wine Fridge Port,OUT,5,,,consumption-2028-05-09,"Guest service - 9 guests",2028-05-09
7151,38,"Krug Vintage 2012","Krug",Guest Pantry 1,OUT,2,,,consumption-2028-05-10,"Guest service - 3 guests",2028-05-10
7152,325,"Château Haut‑Brion Blanc 2016","Château Haut‑Brion Blanc 2016",Fridge 1,OUT,2,,,consumption-2028-05-10,"Guest service - 4 guests",2028-05-10
4886,592,"Solaia 2016","Solaia",Main Cellar B1,OUT,3,,,consumption-2028-05-11,"Guest service - 5 guests",2028-05-11
4887,525,"Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2005","Pierre‑Yves",Main Cellar A2,OUT,1,,,consumption-2028-05-11,"Guest service - 4 guests",2028-05-11
7153,589,"Solaia 2010","Solaia",Guest Pantry 2,OUT,3,,,consumption-2028-05-12,"Guest service - 5 guests",2028-05-12
4888,72,"Bollinger La Grande Année 2002","Bollinger La",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-13
4889,514,"Bouchard Père & Fils Chevalier‑Montrachet 2005","Bouchard",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-13
7154,491,"Domaine Dujac Clos de la Roche 2015","Domaine",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2028-05-13
7155,74,"Salon Le Mesnil Blanc de Blancs 2008","Salon Le",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-13
7156,233,"Château Haut-Brion 2008","Château Haut-Brion 2008",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-05-13
4890,586,"Tignanello 2016","Tignanello",Fridge 2,OUT,1,,,consumption-2028-05-14,"Guest service - 2 guests",2028-05-14
7157,785,"Muga Prado Enea Gran Reserva 2012","Muga",Main Cellar A1,OUT,1,,,consumption-2028-05-14,"Guest service - 2 guests",2028-05-14
7158,361,"Château Carbonnieux Blanc 1999","Château Carbonnieux Blanc 1999",Guest Pantry 2,OUT,1,,,consumption-2028-05-14,"Guest service - 3 guests",2028-05-14
4891,661,"Masseto 2009","Masseto",Guest Pantry 1,IN,12,,,intake-253,"Delivery from order #253",2028-05-16
4892,891,"Harlan Estate Proprietary Red 2002","Harlan",Wine Fridge Starboard,IN,12,,,intake-253,"Delivery from order #253",2028-05-16
4893,289,"Château Cos d'Estournel 2015","Château Cos d'Estournel 2015",Main Cellar A1,IN,12,,,intake-253,"Delivery from order #253",2028-05-16
4894,4,"Krug Vintage 2014","Krug",Fridge 2,OUT,3,,,consumption-2028-05-16,"Guest service - 9 guests",2028-05-16
4895,719,"Livio Felluga Terre Alte 2015","Livio",Wine Fridge Port,OUT,2,,,consumption-2028-05-16,"Guest service - 6 guests",2028-05-16
7159,231,"Château Lynch‑Bages 2009","Château Lynch‑Bages 2009",Fridge 2,OUT,2,,,consumption-2028-05-16,"Guest service - 6 guests",2028-05-16
7160,363,"Domaine de Chevalier Blanc 2019","Domaine de",Fridge 2,OUT,3,,,consumption-2028-05-16,"Guest service - 8 guests",2028-05-16
4896,388,"Joseph Drouhin Clos des Mouches 2016","Joseph",Main Cellar B1,OUT,2,,,consumption-2028-05-19,"Guest service - 4 guests",2028-05-19
4897,916,"Joseph Phelps Insignia 2019","Joseph",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-05-20
4898,663,"Tua Rita Redigaffi 2015","Tua",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2028-05-20
7161,746,"La Rioja Alta 904 Gran Reserva 2010","La",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-20
7162,562,"Bouchard Père & Fils Chevalier‑Montrachet 2012","Bouchard",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-20
7163,394,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2005","Sylvain",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-20
7164,539,"Roulot Meursault 1er Cru 2014","Roulot",Fridge 1,OUT,2,,,consumption-2028-05-21,"Guest service - 8 guests",2028-05-21
7165,304,"Château Rauzan‑Ségla 2005","Château Rauzan‑Ségla 2005",Main Cellar B3,OUT,4,,,consumption-2028-05-21,"Guest service - 10 guests",2028-05-21
7166,202,"Château Palmer 2016","Château Palmer 2016",Fridge 2,OUT,2,,,consumption-2028-05-22,"Guest service - 4 guests",2028-05-22
4899,140,"Château Brane‑Cantenac 2008","Château Brane‑Cantenac 2008",Main Cellar B1,OUT,4,,,consumption-2028-05-23,"Guest service - 7 guests",2028-05-23
7167,165,"Château Montrose 2008","Château Montrose 2008",Fridge 2,OUT,1,,,consumption-2028-05-25,"Guest service - 3 guests",2028-05-25
4900,388,"Joseph Drouhin Clos des Mouches 2016","Joseph",Main Cellar B1,IN,12,,,intake-254,"Delivery from order #254",2028-05-27
4901,749,"Marqués de Murrieta Castillo Ygay 2019","Marqués de",Fridge 2,OUT,2,,,consumption-2028-05-27,"Guest service - 4 guests",2028-05-27
4902,696,"Bruno Giacosa Barolo Falletto 2020","Bruno",Guest Pantry 1,OUT,2,,,consumption-2028-05-27,"Guest service - 5 guests",2028-05-27
4903,303,"Château Rauzan‑Ségla 2016","Château Rauzan‑Ségla 2016",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-27
4904,580,"Roulot Meursault 1er Cru 2016","Roulot",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2028-05-27
4905,796,"Vega Sicilia Único 2008","Vega",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2028-05-27
7168,966,"Château Rieussec Sauternes 2015","Château Rieussec Sauternes 2015",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-27
7169,892,"Screaming Eagle Cabernet Sauvignon 2002","Screaming",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2028-05-27
4906,388,"Joseph Drouhin Clos des Mouches 2016","Joseph",Main Cellar B1,IN,12,,,intake-255,"Delivery from order #255",2028-05-28
7170,304,"Château Rauzan‑Ségla 2005","Château Rauzan‑Ségla 2005",Main Cellar B3,IN,12,,,intake-488,"Delivery from order #488",2028-05-30
7171,201,"Château Margaux 2006","Château Margaux 2006",Main Cellar A2,OUT,2,,,consumption-2028-05-30,"Guest service - 4 guests",2028-05-30
7172,644,"Sassicaia 2014","Sassicaia",Wine Fridge Port,OUT,1,,,consumption-2028-05-30,"Guest service - 3 guests",2028-05-30
7173,508,"Bonneau du Martray Corton‑Charlemagne 2019","Bonneau du",Guest Pantry 1,OUT,2,,,consumption-2028-05-31,"Guest service - 3 guests",2028-05-31
4907,632,"Casanova di Neri Tenuta Nuova 2009","Casanova di",Guest Pantry 1,OUT,2,,,consumption-2028-06-01,"Guest service - 6 guests",2028-06-01
7174,881,"Peter Michael Les Pavots 2014","Peter",Wine Fridge Starboard,OUT,1,,,consumption-2028-06-02,"Guest service - 3 guests",2028-06-02
7175,314,"Château Giscours 2009","Château Giscours 2009",Main Cellar B3,OUT,1,,,consumption-2028-06-02,"Guest service - 2 guests",2028-06-02
4908,388,"Joseph Drouhin Clos des Mouches 2016","Joseph",Main Cellar B1,IN,12,,,intake-256,"Delivery from order #256",2028-06-03
4909,801,"Muga Prado Enea Gran Reserva 2005","Muga",Main Cellar A1,OUT,3,,,consumption-2028-06-03,"Guest service - 6 guests",2028-06-03
4910,173,"Château Léoville Las Cases 2015","Château Léoville Las Cases 2015",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-03
4911,192,"Château Latour 2002","Château Latour 2002",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-03
7176,453,"Comte Liger‑Belair La Romanée 2016","Comte",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2028-06-03
7177,183,"Château Mouton Rothschild 2019","Château Mouton Rothschild 2019",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-06-03
7178,894,"Colgin IX Estate Red 2008","Colgin IX",Guest Pantry 2,OUT,2,,,consumption-2028-06-04,"Guest service - 4 guests",2028-06-04
4912,801,"Muga Prado Enea Gran Reserva 2005","Muga",Main Cellar A1,OUT,3,,,consumption-2028-06-05,"Guest service - 6 guests",2028-06-05
7179,654,"Solaia 2018","Solaia",Main Cellar B1,OUT,1,,,consumption-2028-06-05,"Guest service - 2 guests",2028-06-05
4913,393,"Claude Dugat Gevrey 1er Cru 2010","Claude",Main Cellar B1,OUT,2,,,consumption-2028-06-06,"Guest service - 4 guests",2028-06-06
4914,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,OUT,1,,,consumption-2028-06-06,"Guest service - 3 guests",2028-06-06
7180,516,"Raveneau Chablis Grand Cru Blanchot 2015","Raveneau",Guest Pantry 2,OUT,1,,,consumption-2028-06-06,"Guest service - 2 guests",2028-06-06
7181,830,"Dr. Loosen Ürziger Würzgarten GG 2005","Dr.",Guest Pantry 2,OUT,1,,,consumption-2028-06-06,"Guest service - 2 guests",2028-06-06
7182,323,"Pavillon Blanc du Château Margaux 2012","Pavillon",Fridge 1,OUT,5,,,consumption-2028-06-07,"Guest service - 9 guests",2028-06-07
7183,625,"Masseto 2016","Masseto",Fridge 1,OUT,4,,,consumption-2028-06-07,"Guest service - 11 guests",2028-06-07
4915,331,"Château Pape Clément Blanc 2014","Château Pape Clément Blanc 2014",Main Cellar B3,OUT,6,,,consumption-2028-06-08,"Guest service - 12 guests",2028-06-08
7184,327,"Château Pape Clément Blanc 2022","Château Pape Clément Blanc 2022",Wine Fridge Port,OUT,3,,,consumption-2028-06-08,"Guest service - 8 guests",2028-06-08
7185,223,"Château Latour 2012","Château Latour 2012",Guest Pantry 2,OUT,3,,,consumption-2028-06-08,"Guest service - 10 guests",2028-06-08
4916,924,"Peter Michael Les Pavots 2015","Peter",Fridge 2,OUT,1,,,consumption-2028-06-09,"Guest service - 3 guests",2028-06-09
4917,943,"Harlan Estate Proprietary Red 2014","Harlan",Main Cellar B1,OUT,3,,,consumption-2028-06-10,"Guest service - 8 guests",2028-06-10
4918,320,"Château Ducru-Beaucaillou 2021","Château Ducru-Beaucaillou 2021",Guest Pantry 1,OUT,2,,,consumption-2028-06-10,"Guest service - 5 guests",2028-06-10
4919,918,"Kongsgaard The Judge Chardonnay 2018","Kongsgaard The",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-10
4920,302,"Château Margaux 2011","Château Margaux 2011",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-10
7186,367,"Pavillon Blanc du Château Margaux 2014","Pavillon",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-06-10
7187,107,"Krug Clos du Mesnil 2003","Krug",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2028-06-10
4921,643,"Solaia 2015","Solaia",Wine Fridge Port,OUT,2,,,consumption-2028-06-11,"Guest service - 3 guests",2028-06-11
7188,643,"Solaia 2015","Solaia",Wine Fridge Port,OUT,2,,,consumption-2028-06-13,"Guest service - 3 guests",2028-06-13
4922,837,"Dr. Loosen Ürziger Würzgarten GG 2019","Dr.",Fridge 2,OUT,6,,,consumption-2028-06-14,"Guest service - 11 guests",2028-06-14
4923,372,"Château Malartic‑Lagravière Blanc 2019","Château Malartic‑Lagravière Blanc 2019",Main Cellar A1,OUT,3,,,consumption-2028-06-14,"Guest service - 8 guests",2028-06-14
7189,566,"Dauvissat Chablis Grand Cru Les Preuses 2019","Dauvissat",Fridge 2,OUT,3,,,consumption-2028-06-14,"Guest service - 8 guests",2028-06-14
7190,323,"Pavillon Blanc du Château Margaux 2012","Pavillon",Fridge 1,OUT,3,,,consumption-2028-06-14,"Guest service - 11 guests",2028-06-14
4924,244,"Château Brane‑Cantenac 2009","Château Brane‑Cantenac 2009",Fridge 1,OUT,4,,,consumption-2028-06-15,"Guest service - 11 guests",2028-06-15
7191,45,"Krug Grande Cuvée 2010","Krug",Fridge 2,OUT,1,,,consumption-2028-06-15,"Guest service - 2 guests",2028-06-15
4925,801,"Muga Prado Enea Gran Reserva 2005","Muga",Main Cellar A1,IN,12,,,intake-257,"Delivery from order #257",2028-06-16
4926,478,"DRC Echézeaux 2014","DRC",Main Cellar A2,OUT,1,,,consumption-2028-06-17,"Guest service - 4 guests",2028-06-17
4927,555,"Bonneau du Martray Corton‑Charlemagne 2018","Bonneau du",Main Cellar A1,OUT,1,,,consumption-2028-06-17,"Guest service - 3 guests",2028-06-17
4928,347,"Château Haut‑Brion Blanc 2010","Château Haut‑Brion Blanc 2010",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-17
4929,830,"Dr. Loosen Ürziger Würzgarten GG 2005","Dr.",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-17
4930,957,"Bryant Family Cabernet 2005","Bryant",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2028-06-17
7192,323,"Pavillon Blanc du Château Margaux 2012","Pavillon",Fridge 1,IN,12,,,intake-489,"Delivery from order #489",2028-06-17
7193,625,"Masseto 2016","Masseto",Fridge 1,IN,12,,,intake-489,"Delivery from order #489",2028-06-17
7194,481,"Armand Rousseau Chambertin 2014","Armand",Guest Pantry 1,OUT,2,,,consumption-2028-06-17,"Guest service - 7 guests",2028-06-17
7195,536,"Dauvissat Chablis Grand Cru Les Preuses 2018","Dauvissat",Fridge 2,OUT,2,,,consumption-2028-06-17,"Guest service - 8 guests",2028-06-17
7196,444,"Denis Mortet Chambertin 2008","Denis",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-17
7197,422,"Joseph Drouhin Clos des Mouches 2005","Joseph",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2028-06-17
7198,941,"Spottswoode Estate Cabernet 2008","Spottswoode",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2028-06-17
4931,201,"Château Margaux 2006","Château Margaux 2006",Main Cellar A2,OUT,1,,,consumption-2028-06-18,"Guest service - 4 guests",2028-06-18
4932,392,"Denis Mortet Chambertin 2015","Denis",Guest Pantry 2,OUT,1,,,consumption-2028-06-18,"Guest service - 4 guests",2028-06-18
7199,3,"Taittinger Comtes de Champagne 2002","Taittinger",Main Cellar B3,OUT,2,,,consumption-2028-06-18,"Guest service - 3 guests",2028-06-18
4933,258,"Château Margaux 2005","Château Margaux 2005",Guest Pantry 1,OUT,1,,,consumption-2028-06-19,"Guest service - 2 guests",2028-06-19
4934,543,"Dauvissat Chablis Grand Cru Les Preuses 1999","Dauvissat",Main Cellar B1,OUT,2,,,consumption-2028-06-19,"Guest service - 4 guests",2028-06-19
7200,839,"J. J. Prüm Wehlener Sonnenuhr Spätlese 2016","J. J.",Main Cellar B1,OUT,3,,,consumption-2028-06-19,"Guest service - 5 guests",2028-06-19
7201,137,"Château Margaux 2018","Château Margaux 2018",Guest Pantry 2,OUT,2,,,consumption-2028-06-19,"Guest service - 8 guests",2028-06-19
4935,676,"Masseto 2014","Masseto",Fridge 1,OUT,1,,,consumption-2028-06-20,"Guest service - 2 guests",2028-06-20
4936,412,"Domaine Dujac Clos de la Roche 2016","Domaine",Main Cellar A1,OUT,1,,,consumption-2028-06-20,"Guest service - 3 guests",2028-06-20
7202,716,"Cantina Terlano Vorberg Pinot Bianco Riserva 2002","Cantina",Fridge 2,OUT,3,,,consumption-2028-06-20,"Guest service - 9 guests",2028-06-20
7203,84,"Krug Grande Cuvée 2015","Krug",Fridge 2,OUT,2,,,consumption-2028-06-20,"Guest service - 8 guests",2028-06-20
4937,943,"Harlan Estate Proprietary Red 2014","Harlan",Main Cellar B1,IN,12,,,intake-258,"Delivery from order #258",2028-06-21
4938,643,"Solaia 2015","Solaia",Wine Fridge Port,IN,12,,,intake-258,"Delivery from order #258",2028-06-21
4939,801,"Muga Prado Enea Gran Reserva 2005","Muga",Main Cellar A1,IN,12,,,intake-258,"Delivery from order #258",2028-06-21
4940,901,"Shafer Hillside Select 2002","Shafer",Guest Pantry 1,OUT,2,,,consumption-2028-06-21,"Guest service - 5 guests",2028-06-21
7204,636,"Sassicaia 2002","Sassicaia",Guest Pantry 2,OUT,4,,,consumption-2028-06-21,"Guest service - 8 guests",2028-06-21
7205,746,"La Rioja Alta 904 Gran Reserva 2010","La",Fridge 1,OUT,2,,,consumption-2028-06-21,"Guest service - 4 guests",2028-06-21
7206,143,"Château Léoville Las Cases 2009","Château Léoville Las Cases 2009",Fridge 1,OUT,4,,,consumption-2028-06-22,"Guest service - 7 guests",2028-06-22
7207,289,"Château Cos d'Estournel 2015","Château Cos d'Estournel 2015",Main Cellar A1,OUT,3,,,consumption-2028-06-22,"Guest service - 6 guests",2028-06-22
4941,470,"Armand Rousseau Chambertin 2002","Armand",Main Cellar A2,OUT,2,,,consumption-2028-06-23,"Guest service - 6 guests",2028-06-23
4942,955,"Spottswoode Estate Cabernet 2014","Spottswoode",Fridge 2,OUT,2,,,consumption-2028-06-23,"Guest service - 5 guests",2028-06-23
4943,943,"Harlan Estate Proprietary Red 2014","Harlan",Main Cellar B1,IN,12,,,intake-259,"Delivery from order #259",2028-06-24
4944,643,"Solaia 2015","Solaia",Wine Fridge Port,IN,12,,,intake-259,"Delivery from order #259",2028-06-24
4945,14,"Krug Vintage 2010","Krug",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2028-06-24
4946,664,"Ornellaia 2010","Ornellaia",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2028-06-24
7208,45,"Krug Grande Cuvée 2010","Krug",Fridge 2,IN,12,,,intake-490,"Delivery from order #490",2028-06-24
7209,70,"Pol Roger Sir Winston Churchill 2019","Pol",Fridge 1,OUT,4,,,consumption-2028-06-24,"Guest service - 7 guests",2028-06-24
7210,911,"Kongsgaard The Judge Chardonnay 2019","Kongsgaard The",Fridge 1,OUT,5,,,consumption-2028-06-24,"Guest service - 10 guests",2028-06-24
7211,474,"Georges Roumier Bonnes‑Mares 2016","Georges",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2028-06-24
7212,465,"Comte Liger‑Belair La Romanée 2015","Comte",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2028-06-24
4947,862,"Egon Müller Scharzhofberger Auslese 2005","Egon",Fridge 2,OUT,2,,,consumption-2028-06-26,"Guest service - 6 guests",2028-06-26
4948,411,"Meo‑Camuzet Clos de Vougeot 2005","Meo‑Camuzet",Main Cellar B3,OUT,2,,,consumption-2028-06-27,"Guest service - 3 guests",2028-06-27
4949,184,"Château Lynch‑Bages 2016","Château Lynch‑Bages 2016",Guest Pantry 1,OUT,1,,,consumption-2028-06-27,"Guest service - 4 guests",2028-06-27
7213,700,"Gaja Gaia & Rey Chardonnay 2014","Gaja",Guest Pantry 1,OUT,1,,,consumption-2028-06-27,"Guest service - 4 guests",2028-06-27
4950,696,"Bruno Giacosa Barolo Falletto 2020","Bruno",Guest Pantry 1,OUT,4,,,consumption-2028-06-28,"Guest service - 7 guests",2028-06-28
4951,881,"Peter Michael Les Pavots 2014","Peter",Wine Fridge Starboard,OUT,4,,,consumption-2028-06-28,"Guest service - 10 guests",2028-06-28
7214,84,"Krug Grande Cuvée 2015","Krug",Fridge 2,IN,12,,,intake-491,"Delivery from order #491",2028-06-28
4952,893,"Kongsgaard The Judge Chardonnay 2009","Kongsgaard The",Main Cellar B3,OUT,2,,,consumption-2028-06-29,"Guest service - 6 guests",2028-06-29
7215,311,"Château Montrose 2018","Château Montrose 2018",Guest Pantry 1,OUT,2,,,consumption-2028-06-29,"Guest service - 4 guests",2028-06-29
7216,665,"Ornellaia 2003","Ornellaia",Main Cellar A2,OUT,1,,,consumption-2028-06-29,"Guest service - 2 guests",2028-06-29
4953,894,"Colgin IX Estate Red 2008","Colgin IX",Guest Pantry 2,OUT,2,,,consumption-2028-06-30,"Guest service - 4 guests",2028-06-30
7217,84,"Krug Grande Cuvée 2015","Krug",Fridge 2,IN,12,,,intake-492,"Delivery from order #492",2028-06-30
4954,830,"Dr. Loosen Ürziger Würzgarten GG 2005","Dr.",Guest Pantry 2,OUT,4,,,consumption-2028-07-01,"Guest service - 7 guests",2028-07-01
4955,499,"Comte Liger‑Belair La Romanée 2008","Comte",Wine Fridge Port,OUT,3,,,consumption-2028-07-01,"Guest service - 5 guests",2028-07-01
4956,286,"Château Cos d'Estournel 2012","Château Cos d'Estournel 2012",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-07-01
4957,24,"Pol Roger Sir Winston Churchill 2016","Pol",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2028-07-01
4958,745,"Planeta Chardonnay 2014","Planeta",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-07-01
7218,479,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2018","Sylvain",Main Cellar B1,OUT,2,,,consumption-2028-07-01,"Guest service - 3 guests",2028-07-01
7219,35,"Louis Roederer Cristal 2002","Louis",Guest Pantry 1,OUT,1,,,consumption-2028-07-01,"Guest service - 4 guests",2028-07-01
7220,677,"Ornellaia 2016","Ornellaia",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-07-01
7221,212,"Château Cos d'Estournel 2016","Château Cos d'Estournel 2016",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2028-07-01
7222,320,"Château Ducru-Beaucaillou 2021","Château Ducru-Beaucaillou 2021",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2028-07-01
7223,791,"CVNE Imperial Gran Reserva 2014","CVNE",Guest Pantry 1,OUT,2,,,consumption-2028-07-02,"Guest service - 7 guests",2028-07-02
