id,recommendation_id,user_id,session_id,overall_rating,flavor_harmony_rating,texture_balance_rating,acidity_match_rating,tannin_balance_rating,body_match_rating,regional_tradition_rating,occasion,guest_count,time_of_day,season,weather_context,selected,created_at
1513,6091,owner,1513,5,5,5,4,5,5,5,celebration,2,afternoon,summer,indoor,1,2027-08-30
2651,10637,owner,2651,4,5,4,4,4,3,5,casual,3,night,summer,outdoor,1,2027-08-30
1514,6095,owner,1514,4,5,3,4,4,3,4,casual,2,afternoon,autumn,outdoor,1,2027-09-02
1515,6098,owner,1515,4,3,5,3,4,3,5,dinner,4,night,autumn,indoor,1,2027-09-02
2652,10642,guest_a,2652,5,5,5,4,5,5,5,dinner,8,afternoon,autumn,outdoor,1,2027-09-02
2653,10645,guest_a,2653,5,5,5,5,5,5,5,dinner,5,evening,autumn,outdoor,1,2027-09-02
2654,10648,owner,2654,5,4,4,4,4,4,5,casual,3,afternoon,autumn,outdoor,1,2027-09-04
2655,10652,owner,2655,4,4,3,4,4,3,5,dinner,3,evening,autumn,outdoor,1,2027-09-04
2656,10656,owner,2656,5,5,4,5,4,5,5,celebration,3,afternoon,autumn,indoor,1,2027-09-05
2657,10661,owner,2657,5,5,5,5,5,5,5,celebration,3,evening,autumn,outdoor,1,2027-09-05
1516,6102,guest_a,1516,5,5,5,4,5,5,5,dinner,4,afternoon,autumn,outdoor,1,2027-09-06
1517,6106,guest_a,1517,5,5,5,5,4,4,5,lunch,5,evening,autumn,outdoor,1,2027-09-06
2658,10665,guest_a,2658,4,3,4,4,4,5,4,dinner,4,evening,autumn,outdoor,1,2027-09-06
2659,10672,guest_b,2659,5,5,4,4,4,5,5,cocktail,7,afternoon,autumn,outdoor,1,2027-09-07
2660,10673,guest_b,2660,4,4,5,5,3,4,5,lunch,7,night,autumn,outdoor,1,2027-09-07
1518,6111,owner,1518,5,5,4,4,4,5,5,casual,3,afternoon,autumn,outdoor,1,2027-09-10
1519,6117,owner,1519,3,2,3,4,2,4,4,casual,4,evening,autumn,outdoor,1,2027-09-10
2661,10679,owner,2661,4,5,5,4,4,5,4,casual,3,afternoon,autumn,outdoor,1,2027-09-12
2662,10681,owner,2662,5,5,5,4,4,5,5,celebration,2,evening,autumn,outdoor,1,2027-09-12
2663,10684,guest_a,2663,4,3,3,3,4,4,5,cocktail,4,afternoon,autumn,outdoor,1,2027-09-13
2664,10689,guest_a,2664,4,4,5,4,3,5,5,cocktail,7,evening,autumn,indoor,1,2027-09-13
2665,10694,guest_a,2665,4,5,3,3,4,4,4,cocktail,5,afternoon,autumn,outdoor,1,2027-09-14
2666,10696,guest_a,2666,4,3,5,4,4,3,4,cocktail,6,evening,autumn,indoor,1,2027-09-14
1520,6120,owner,1520,4,4,3,5,4,4,5,casual,2,evening,autumn,outdoor,1,2027-09-15
1521,6123,guest_b,1521,4,5,4,5,3,5,5,celebration,10,afternoon,autumn,indoor,1,2027-09-16
1522,6127,guest_b,1522,5,5,4,5,5,5,5,cocktail,9,evening,autumn,outdoor,1,2027-09-16
1523,6130,guest_b,1523,4,3,4,3,4,5,4,lunch,6,evening,autumn,outdoor,1,2027-09-17
2667,10700,guest_b,2667,5,5,5,5,4,5,5,lunch,11,evening,autumn,outdoor,1,2027-09-17
1524,6134,guest_b,1524,4,4,3,3,4,3,5,celebration,7,evening,autumn,outdoor,1,2027-09-18
2668,10705,guest_a,2668,3,3,2,3,2,2,3,cocktail,6,afternoon,autumn,indoor,1,2027-09-19
2669,10709,guest_a,2669,5,5,5,4,5,5,5,cocktail,4,evening,autumn,outdoor,1,2027-09-19
2670,10712,guest_b,2670,4,5,5,3,4,3,4,lunch,9,afternoon,autumn,indoor,1,2027-09-20
2671,10715,guest_b,2671,5,5,5,4,4,5,5,celebration,6,evening,autumn,outdoor,1,2027-09-20
1525,6139,guest_a,1525,3,2,3,4,2,4,3,lunch,5,afternoon,autumn,outdoor,1,2027-09-21
1526,6141,guest_a,1526,4,3,5,4,4,4,4,dinner,4,night,autumn,outdoor,1,2027-09-21
1527,6145,guest_a,1527,3,3,3,2,3,4,3,dinner,4,night,autumn,indoor,1,2027-09-22
2672,10720,guest_b,2672,5,5,5,5,5,5,5,celebration,8,night,autumn,indoor,1,2027-09-23
2673,10724,owner,2673,5,5,4,5,5,5,5,casual,3,afternoon,autumn,indoor,1,2027-09-24
2674,10728,owner,2674,3,4,3,3,2,4,3,casual,3,evening,autumn,outdoor,1,2027-09-24
2675,10731,owner,2675,5,5,5,4,5,4,5,dinner,4,afternoon,autumn,outdoor,1,2027-09-27
2676,10734,owner,2676,5,5,5,5,5,5,5,celebration,3,evening,autumn,outdoor,1,2027-09-27
1528,6151,owner,1528,5,4,5,4,5,5,5,casual,4,evening,autumn,outdoor,1,2027-09-28
1529,6156,owner,1529,4,5,4,3,3,4,4,celebration,3,afternoon,autumn,outdoor,1,2027-10-02
1530,6158,owner,1530,4,3,5,4,4,3,4,dinner,2,night,autumn,indoor,1,2027-10-02
1531,6161,owner,1531,4,3,3,3,3,4,5,celebration,3,night,autumn,indoor,1,2027-10-03
2677,10737,guest_a,2677,4,4,3,5,4,4,5,dinner,4,night,autumn,outdoor,1,2027-10-03
1532,6165,guest_b,1532,4,3,3,4,3,3,4,celebration,10,afternoon,autumn,outdoor,1,2027-10-04
1533,6168,guest_b,1533,5,4,5,4,4,4,5,cocktail,8,evening,autumn,outdoor,1,2027-10-04
2678,10740,guest_b,2678,4,4,3,4,3,4,4,cocktail,8,night,autumn,indoor,1,2027-10-04
1534,6171,guest_a,1534,4,4,3,3,3,3,4,cocktail,8,night,autumn,outdoor,1,2027-10-05
2679,10746,guest_b,2679,4,4,5,5,3,4,5,celebration,8,night,autumn,outdoor,1,2027-10-05
2680,10748,guest_a,2680,5,5,4,4,4,5,5,lunch,4,afternoon,autumn,indoor,1,2027-10-06
2681,10752,guest_b,2681,4,5,5,4,4,4,5,cocktail,8,afternoon,autumn,outdoor,1,2027-10-07
2682,10756,guest_b,2682,4,4,3,5,3,4,5,lunch,10,evening,autumn,outdoor,1,2027-10-07
2683,10759,guest_a,2683,4,4,4,4,3,4,4,lunch,5,afternoon,autumn,outdoor,1,2027-10-09
1535,6176,guest_a,1535,3,4,4,3,3,4,4,lunch,6,afternoon,autumn,outdoor,1,2027-10-12
1536,6182,guest_a,1536,4,5,3,3,3,4,4,lunch,4,evening,autumn,outdoor,1,2027-10-12
1537,6184,guest_b,1537,3,2,4,3,2,3,4,celebration,6,night,autumn,outdoor,1,2027-10-14
1538,6187,owner,1538,5,5,5,5,4,4,5,dinner,3,night,autumn,outdoor,1,2027-10-16
2684,10762,guest_a,2684,3,2,2,4,3,4,4,cocktail,7,evening,autumn,outdoor,1,2027-10-16
1539,6190,guest_b,1539,3,3,3,2,2,4,3,celebration,6,afternoon,autumn,indoor,1,2027-10-17
1540,6194,guest_b,1540,4,3,3,3,4,5,4,celebration,6,night,autumn,outdoor,1,2027-10-17
1541,6199,guest_a,1541,3,2,2,3,3,3,3,dinner,5,night,autumn,outdoor,1,2027-10-18
2685,10765,owner,2685,3,3,2,4,2,2,4,casual,2,night,autumn,indoor,1,2027-10-19
1542,6204,guest_a,1542,4,4,4,3,3,4,5,cocktail,4,evening,autumn,outdoor,1,2027-10-20
2686,10769,guest_b,2686,4,5,4,4,4,3,5,celebration,7,night,autumn,outdoor,1,2027-10-21
1543,6206,owner,1543,5,5,4,5,5,5,5,casual,2,afternoon,autumn,outdoor,1,2027-10-22
1544,6212,owner,1544,5,5,4,5,5,5,5,casual,4,evening,autumn,indoor,1,2027-10-22
2687,10774,guest_b,2687,3,4,3,3,2,4,4,cocktail,11,afternoon,autumn,indoor,1,2027-10-22
2688,10779,guest_b,2688,4,5,4,4,4,3,5,cocktail,10,night,autumn,indoor,1,2027-10-22
1545,6215,owner,1545,4,3,4,3,3,4,4,dinner,4,night,autumn,indoor,1,2027-10-24
2689,10785,owner,2689,5,4,5,5,4,5,5,dinner,2,evening,autumn,outdoor,1,2027-10-25
1546,6221,owner,1546,4,5,5,4,3,4,5,casual,3,afternoon,autumn,indoor,1,2027-10-27
1547,6224,owner,1547,4,3,4,3,3,3,5,casual,4,evening,autumn,outdoor,1,2027-10-27
1548,6229,owner,1548,5,5,5,5,5,5,5,casual,2,night,autumn,indoor,1,2027-10-30
2690,10788,owner,2690,4,3,3,3,3,5,5,celebration,2,evening,autumn,outdoor,1,2027-10-30
1549,6233,owner,1549,4,3,4,3,4,5,4,casual,4,afternoon,autumn,outdoor,1,2027-11-01
1550,6237,owner,1550,4,4,3,5,3,3,5,celebration,3,afternoon,autumn,indoor,1,2027-11-11
1551,6241,owner,1551,4,3,3,4,3,4,5,celebration,3,evening,autumn,outdoor,1,2027-11-11
1552,6246,owner,1552,5,5,4,5,5,5,5,casual,2,afternoon,autumn,indoor,1,2027-11-13
1553,6249,owner,1553,5,4,5,4,5,4,5,celebration,3,evening,autumn,indoor,1,2027-11-13
2691,10793,owner,2691,5,5,5,4,5,4,5,casual,4,evening,autumn,indoor,1,2027-11-15
2692,10795,owner,2692,5,5,5,4,5,5,5,casual,4,afternoon,autumn,outdoor,1,2027-11-18
2693,10799,owner,2693,5,5,5,4,5,5,5,dinner,4,night,autumn,outdoor,1,2027-11-18
2694,10803,owner,2694,5,4,5,4,4,5,5,dinner,3,evening,autumn,outdoor,1,2027-11-22
2695,10806,owner,2695,5,5,5,4,4,5,5,casual,2,afternoon,autumn,indoor,1,2027-11-26
2696,10811,owner,2696,5,5,5,4,4,4,5,dinner,3,evening,autumn,outdoor,1,2027-11-26
2697,10814,owner,2697,5,5,5,5,4,5,5,celebration,3,evening,autumn,indoor,1,2027-11-28
2698,10819,owner,2698,4,4,5,4,4,5,5,casual,4,afternoon,winter,outdoor,1,2027-12-01
2699,10823,owner,2699,4,5,3,5,4,3,5,celebration,3,night,winter,indoor,1,2027-12-01
2700,10827,owner,2700,4,3,3,5,4,4,5,dinner,4,afternoon,winter,outdoor,1,2027-12-06
1554,6253,owner,1554,5,5,4,4,4,5,5,dinner,2,evening,winter,outdoor,1,2027-12-09
1555,6256,owner,1555,4,4,4,5,4,4,5,celebration,3,night,winter,outdoor,1,2027-12-11
2701,10832,owner,2701,5,5,5,4,4,5,5,celebration,3,afternoon,winter,outdoor,1,2027-12-11
2702,10835,owner,2702,5,4,5,5,5,5,5,dinner,3,night,winter,outdoor,1,2027-12-11
1556,6260,owner,1556,4,4,4,4,3,4,5,dinner,3,evening,winter,indoor,1,2027-12-22
1557,6264,owner,1557,5,5,5,4,4,5,5,casual,3,afternoon,winter,outdoor,1,2028-01-10
1558,6268,owner,1558,5,4,4,5,4,5,5,celebration,2,evening,winter,outdoor,1,2028-01-10
2703,10839,owner,2703,4,3,5,5,4,5,5,celebration,4,night,winter,outdoor,1,2028-01-11
1559,6273,owner,1559,4,5,4,4,3,5,5,celebration,4,evening,winter,indoor,1,2028-01-16
2704,10843,owner,2704,4,5,3,3,3,5,5,casual,4,afternoon,winter,indoor,1,2028-01-16
2705,10845,owner,2705,4,3,3,3,4,3,5,casual,2,evening,winter,indoor,1,2028-01-20
1560,6278,owner,1560,5,5,5,5,5,5,5,casual,4,afternoon,winter,outdoor,1,2028-01-31
1561,6282,owner,1561,5,4,5,4,4,4,5,casual,4,night,winter,outdoor,1,2028-01-31
2706,10848,owner,2706,4,3,4,5,3,5,5,dinner,4,evening,winter,outdoor,1,2028-02-01
1562,6286,owner,1562,4,5,3,4,4,4,5,dinner,2,afternoon,winter,indoor,1,2028-02-03
1563,6289,owner,1563,4,3,5,5,4,5,5,casual,2,night,winter,indoor,1,2028-02-03
2707,10851,owner,2707,5,5,4,5,4,4,5,dinner,4,afternoon,winter,outdoor,1,2028-02-08
2708,10856,owner,2708,4,4,4,3,3,4,4,dinner,2,evening,winter,outdoor,1,2028-02-10
1564,6294,owner,1564,5,5,5,5,4,4,5,celebration,3,evening,winter,outdoor,1,2028-02-12
1565,6297,owner,1565,4,3,3,5,4,4,4,celebration,3,evening,winter,outdoor,1,2028-02-16
1566,6305,owner,1566,4,4,5,3,3,4,4,dinner,3,afternoon,winter,outdoor,1,2028-02-17
1567,6306,owner,1567,5,5,4,4,5,5,5,casual,4,evening,winter,outdoor,1,2028-02-17
2709,10860,owner,2709,4,4,3,5,4,3,4,dinner,4,afternoon,winter,outdoor,1,2028-02-19
2710,10865,owner,2710,5,5,5,4,5,4,5,dinner,3,night,winter,indoor,1,2028-02-19
2711,10869,owner,2711,4,3,3,4,3,3,4,dinner,2,afternoon,winter,indoor,1,2028-02-21
2712,10873,guest_a,2712,3,4,2,2,2,3,4,lunch,4,afternoon,spring,outdoor,1,2028-03-02
2713,10876,guest_a,2713,5,4,5,5,4,5,5,cocktail,8,evening,spring,outdoor,1,2028-03-02
2714,10879,owner,2714,4,3,3,5,4,3,5,celebration,4,afternoon,spring,outdoor,1,2028-03-05
2715,10882,owner,2715,4,5,4,4,4,5,4,celebration,4,evening,spring,indoor,1,2028-03-05
2716,10885,guest_a,2716,5,5,4,5,4,5,5,dinner,6,afternoon,spring,outdoor,1,2028-03-06
2717,10888,guest_a,2717,3,4,4,3,2,4,4,dinner,7,evening,spring,outdoor,1,2028-03-06
1568,6311,guest_b,1568,3,3,3,3,2,2,3,lunch,9,afternoon,spring,outdoor,1,2028-03-08
1569,6313,guest_b,1569,4,5,4,4,4,5,4,lunch,11,night,spring,outdoor,1,2028-03-08
2718,10893,guest_b,2718,5,5,5,4,4,4,5,cocktail,9,afternoon,spring,indoor,1,2028-03-08
2719,10898,guest_b,2719,4,4,3,3,3,5,5,lunch,12,evening,spring,outdoor,1,2028-03-08
1570,6318,guest_b,1570,4,3,4,3,4,4,4,celebration,10,afternoon,spring,outdoor,1,2028-03-10
1571,6324,guest_b,1571,3,3,4,3,3,2,4,lunch,7,evening,spring,outdoor,1,2028-03-10
1572,6328,owner,1572,5,5,5,4,4,5,5,celebration,3,evening,spring,outdoor,1,2028-03-11
1573,6332,owner,1573,4,4,5,5,3,4,5,dinner,4,afternoon,spring,outdoor,1,2028-03-12
1574,6334,owner,1574,4,3,4,5,4,3,5,dinner,4,evening,spring,indoor,1,2028-03-12
2720,10901,guest_a,2720,4,3,4,3,4,5,4,dinner,6,night,spring,outdoor,1,2028-03-13
1575,6338,guest_b,1575,4,5,4,3,3,4,4,cocktail,9,evening,spring,outdoor,1,2028-03-14
1576,6340,guest_b,1576,4,5,3,5,4,4,5,celebration,10,night,spring,outdoor,1,2028-03-15
2721,10905,guest_b,2721,5,4,5,5,5,4,5,cocktail,11,afternoon,spring,outdoor,1,2028-03-15
2722,10910,guest_b,2722,3,3,4,4,2,4,4,cocktail,7,evening,spring,outdoor,1,2028-03-15
1577,6345,owner,1577,5,5,5,5,4,5,5,celebration,4,afternoon,spring,indoor,1,2028-03-16
1578,6350,owner,1578,5,5,5,4,5,5,5,celebration,2,evening,spring,outdoor,1,2028-03-16
2723,10915,guest_b,2723,4,5,3,5,4,3,5,lunch,12,afternoon,spring,indoor,1,2028-03-19
2724,10917,guest_b,2724,5,5,5,4,5,5,5,lunch,11,night,spring,outdoor,1,2028-03-19
1579,6357,owner,1579,5,4,4,4,4,5,5,casual,4,afternoon,spring,outdoor,1,2028-03-21
1580,6358,owner,1580,5,4,5,5,4,5,5,dinner,2,evening,spring,outdoor,1,2028-03-21
1581,6361,owner,1581,5,5,5,5,4,5,5,celebration,2,evening,spring,indoor,1,2028-03-22
2725,10922,guest_b,2725,5,4,5,4,4,5,5,celebration,12,afternoon,spring,outdoor,1,2028-03-24
2726,10926,guest_b,2726,4,5,5,3,3,4,4,cocktail,8,evening,spring,outdoor,1,2028-03-24
1582,6364,guest_b,1582,5,4,5,5,4,5,5,celebration,6,evening,spring,outdoor,1,2028-03-27
2727,10932,guest_a,2727,4,5,4,5,3,5,5,lunch,6,afternoon,spring,outdoor,1,2028-03-28
2728,10936,guest_a,2728,5,5,4,4,4,4,5,dinner,5,night,spring,outdoor,1,2028-03-28
2729,10938,guest_b,2729,4,5,5,5,3,4,4,cocktail,6,evening,spring,outdoor,1,2028-03-29
1583,6369,guest_a,1583,4,3,4,3,4,3,5,lunch,5,afternoon,spring,outdoor,1,2028-03-31
1584,6375,guest_a,1584,5,5,5,4,4,4,5,dinner,4,night,spring,indoor,1,2028-03-31
2730,10944,owner,2730,5,4,5,5,5,4,5,casual,3,night,spring,indoor,1,2028-04-01
1585,6377,guest_a,1585,5,5,5,5,4,4,5,cocktail,5,afternoon,spring,outdoor,1,2028-04-02
1586,6382,guest_a,1586,3,2,2,3,2,4,3,cocktail,4,night,spring,outdoor,1,2028-04-02
1587,6387,guest_a,1587,4,4,4,5,4,3,4,dinner,5,afternoon,spring,outdoor,1,2028-04-03
1588,6391,guest_a,1588,5,5,4,4,5,5,5,lunch,7,evening,spring,outdoor,1,2028-04-03
2731,10946,guest_a,2731,3,3,3,3,2,4,4,dinner,7,afternoon,spring,outdoor,1,2028-04-03
2732,10949,guest_a,2732,5,5,5,5,4,5,5,dinner,4,evening,spring,outdoor,1,2028-04-03
2733,10952,guest_b,2733,4,3,4,5,4,4,5,cocktail,11,night,spring,outdoor,1,2028-04-04
1589,6396,guest_a,1589,4,4,5,3,4,4,4,dinner,7,night,spring,indoor,1,2028-04-05
1590,6401,guest_b,1590,2,3,2,1,1,3,3,cocktail,7,evening,spring,outdoor,1,2028-04-06
2734,10956,guest_a,2734,4,5,4,3,4,4,4,dinner,5,evening,spring,outdoor,1,2028-04-06
1591,6406,guest_a,1591,2,3,1,1,1,3,3,lunch,6,evening,spring,outdoor,1,2028-04-08
2735,10960,guest_a,2735,5,5,5,4,5,4,5,dinner,6,afternoon,spring,indoor,1,2028-04-09
1592,6410,guest_a,1592,3,4,4,3,3,2,3,cocktail,6,evening,spring,outdoor,1,2028-04-10
1593,6413,guest_b,1593,5,5,5,5,4,5,5,celebration,8,afternoon,spring,outdoor,1,2028-04-12
2736,10963,guest_b,2736,4,4,5,3,4,5,4,lunch,12,afternoon,spring,indoor,1,2028-04-12
2737,10968,guest_b,2737,5,5,5,5,5,5,5,cocktail,9,evening,spring,outdoor,1,2028-04-12
1594,6416,owner,1594,5,5,4,5,5,5,5,dinner,4,evening,spring,indoor,1,2028-04-14
2738,10972,owner,2738,4,4,5,3,3,3,4,celebration,4,night,spring,indoor,1,2028-04-14
2739,10977,owner,2739,4,3,4,3,3,4,5,casual,2,afternoon,spring,outdoor,1,2028-04-16
2740,10980,owner,2740,5,5,4,5,5,5,5,dinner,4,evening,spring,outdoor,1,2028-04-16
1595,6421,guest_b,1595,4,3,4,4,4,3,4,cocktail,12,evening,spring,outdoor,1,2028-04-17
1596,6425,owner,1596,5,5,5,4,4,4,5,celebration,4,evening,spring,indoor,1,2028-04-18
2741,10984,owner,2741,4,3,3,3,4,5,4,celebration,3,afternoon,spring,indoor,1,2028-04-18
1597,6429,guest_b,1597,5,5,5,5,4,5,5,celebration,7,afternoon,spring,outdoor,1,2028-04-19
1598,6434,guest_b,1598,4,4,5,3,4,3,5,celebration,6,evening,spring,outdoor,1,2028-04-19
2742,10988,guest_a,2742,3,4,2,3,3,3,3,cocktail,5,afternoon,spring,outdoor,1,2028-04-19
2743,10993,guest_a,2743,4,5,4,5,4,3,4,lunch,4,night,spring,outdoor,1,2028-04-19
1599,6440,guest_a,1599,4,5,3,5,4,5,4,cocktail,6,afternoon,spring,outdoor,1,2028-04-20
1600,6443,guest_a,1600,4,3,3,4,4,5,4,dinner,4,night,spring,outdoor,1,2028-04-20
1601,6448,owner,1601,4,4,3,3,4,4,5,dinner,2,night,spring,outdoor,1,2028-04-22
2744,10998,guest_a,2744,4,5,5,5,3,5,4,cocktail,4,afternoon,spring,outdoor,1,2028-04-23
2745,11001,guest_a,2745,3,4,3,4,3,3,3,dinner,7,night,spring,outdoor,1,2028-04-23
2746,11006,guest_b,2746,3,2,3,2,3,3,4,lunch,6,evening,spring,indoor,1,2028-04-27
1602,6455,owner,1602,4,5,3,5,3,3,5,casual,3,afternoon,spring,outdoor,1,2028-04-28
1603,6457,owner,1603,4,4,3,5,4,4,5,dinner,2,evening,spring,indoor,1,2028-04-28
2747,11009,owner,2747,4,4,5,5,4,5,5,celebration,3,night,spring,outdoor,1,2028-04-28
2748,11013,owner,2748,5,5,5,5,5,4,5,casual,2,afternoon,spring,indoor,1,2028-04-29
1604,6462,owner,1604,4,3,3,3,4,5,5,celebration,2,afternoon,spring,outdoor,1,2028-05-01
1605,6466,owner,1605,5,4,5,4,4,5,5,celebration,4,evening,spring,outdoor,1,2028-05-01
2749,11016,owner,2749,4,3,4,3,4,4,4,casual,3,afternoon,spring,indoor,1,2028-05-01
2750,11019,owner,2750,5,5,4,5,4,5,5,casual,2,evening,spring,indoor,1,2028-05-01
1606,6470,owner,1606,5,5,4,4,4,5,5,dinner,4,evening,spring,outdoor,1,2028-05-02
2751,11023,guest_a,2751,4,3,5,5,4,3,5,cocktail,8,night,spring,outdoor,1,2028-05-05
1607,6474,owner,1607,4,3,3,3,4,3,4,celebration,3,afternoon,spring,indoor,1,2028-05-06
1608,6479,owner,1608,5,4,5,5,4,4,5,casual,2,evening,spring,indoor,1,2028-05-06
2752,11027,guest_b,2752,4,4,4,3,4,4,5,lunch,8,evening,spring,outdoor,1,2028-05-06
2753,11031,owner,2753,4,3,3,3,4,3,5,dinner,2,afternoon,spring,outdoor,1,2028-05-07
2754,11037,owner,2754,4,4,5,3,4,4,4,celebration,2,evening,spring,outdoor,1,2028-05-07
1609,6485,guest_b,1609,4,4,5,5,4,3,5,cocktail,7,afternoon,spring,indoor,1,2028-05-08
1610,6487,guest_b,1610,5,4,5,4,5,5,5,celebration,9,evening,spring,indoor,1,2028-05-08
2755,11042,owner,2755,4,4,4,3,3,3,5,dinner,3,afternoon,spring,indoor,1,2028-05-08
2756,11045,owner,2756,5,4,4,4,5,5,5,dinner,2,evening,spring,outdoor,1,2028-05-08
1611,6492,guest_a,1611,4,3,4,3,3,5,4,cocktail,8,afternoon,spring,outdoor,1,2028-05-09
1612,6496,guest_a,1612,3,3,2,4,2,4,3,lunch,7,evening,spring,indoor,1,2028-05-09
2757,11051,guest_b,2757,5,5,4,5,4,5,5,celebration,8,afternoon,spring,outdoor,1,2028-05-09
2758,11053,guest_b,2758,3,3,4,4,2,3,4,celebration,9,evening,spring,indoor,1,2028-05-09
2759,11058,owner,2759,5,5,4,5,4,5,5,casual,3,afternoon,spring,outdoor,1,2028-05-10
2760,11061,owner,2760,5,5,4,4,5,5,5,celebration,4,evening,spring,indoor,1,2028-05-10
1613,6500,guest_a,1613,3,4,3,4,3,3,4,lunch,5,afternoon,spring,outdoor,1,2028-05-11
1614,6503,guest_a,1614,5,5,4,4,5,4,5,lunch,4,night,spring,outdoor,1,2028-05-11
2761,11066,guest_a,2761,4,4,4,5,4,5,5,dinner,5,afternoon,spring,outdoor,1,2028-05-12
1615,6508,owner,1615,4,3,3,3,3,4,4,celebration,2,afternoon,spring,outdoor,1,2028-05-14
2762,11073,owner,2762,5,5,5,5,5,5,5,celebration,2,afternoon,spring,outdoor,1,2028-05-14
2763,11075,owner,2763,5,5,4,4,5,4,5,dinner,3,evening,spring,outdoor,1,2028-05-14
1616,6512,guest_b,1616,4,5,3,3,3,4,5,cocktail,9,afternoon,spring,outdoor,1,2028-05-16
1617,6514,guest_b,1617,4,3,3,4,3,4,4,celebration,6,evening,spring,indoor,1,2028-05-16
2764,11079,guest_b,2764,4,5,4,4,3,5,4,celebration,6,afternoon,spring,outdoor,1,2028-05-16
2765,11082,guest_b,2765,4,4,3,5,4,5,5,celebration,8,evening,spring,outdoor,1,2028-05-16
1618,6519,guest_a,1618,3,3,3,4,2,4,4,cocktail,4,afternoon,spring,outdoor,1,2028-05-19
2766,11087,guest_b,2766,1,1,2,2,1,2,1,cocktail,8,afternoon,spring,outdoor,1,2028-05-21
2767,11092,guest_b,2767,5,4,5,5,4,5,5,lunch,10,night,spring,outdoor,1,2028-05-21
2768,11097,guest_a,2768,4,5,3,5,3,3,5,dinner,4,night,spring,outdoor,1,2028-05-22
1619,6524,guest_a,1619,4,5,4,5,4,3,4,cocktail,7,evening,spring,outdoor,1,2028-05-23
2769,11102,owner,2769,4,5,4,3,3,5,5,casual,3,evening,spring,outdoor,1,2028-05-25
1620,6527,guest_a,1620,5,5,5,5,4,5,5,dinner,4,afternoon,spring,outdoor,1,2028-05-27
1621,6531,guest_a,1621,3,2,2,4,2,2,4,dinner,5,night,spring,outdoor,1,2028-05-27
2770,11106,owner,2770,5,5,4,5,5,5,5,casual,4,afternoon,spring,indoor,1,2028-05-30
2771,11109,owner,2771,5,4,5,4,4,5,5,celebration,3,evening,spring,indoor,1,2028-05-30
2772,11117,owner,2772,5,5,4,5,5,4,5,dinner,3,night,summer,outdoor,1,2028-05-31
1622,6536,guest_b,1622,5,5,4,5,4,5,5,celebration,6,evening,summer,indoor,1,2028-06-01
2773,11119,owner,2773,5,5,4,5,5,5,5,celebration,3,afternoon,summer,outdoor,1,2028-06-02
2774,11123,owner,2774,5,5,5,5,5,5,5,celebration,2,evening,summer,indoor,1,2028-06-02
1623,6541,guest_a,1623,5,5,4,4,5,4,5,lunch,6,night,summer,outdoor,1,2028-06-03
2775,11128,owner,2775,4,4,5,3,4,4,4,dinner,4,evening,summer,outdoor,1,2028-06-04
1624,6544,guest_a,1624,5,4,5,4,4,5,5,cocktail,6,night,summer,outdoor,1,2028-06-05
2776,11131,owner,2776,5,5,4,5,4,5,5,dinner,2,night,summer,indoor,1,2028-06-05
1625,6549,owner,1625,5,4,5,4,4,5,5,dinner,4,afternoon,summer,outdoor,1,2028-06-06
1626,6552,owner,1626,5,5,5,5,5,5,5,casual,3,evening,summer,outdoor,1,2028-06-06
2777,11135,owner,2777,4,5,3,5,3,4,4,dinner,2,afternoon,summer,outdoor,1,2028-06-06
2778,11138,owner,2778,4,5,4,4,4,3,4,celebration,2,evening,summer,indoor,1,2028-06-06
2779,11141,guest_b,2779,5,4,5,4,5,5,5,celebration,9,afternoon,summer,outdoor,1,2028-06-07
2780,11144,guest_b,2780,3,3,2,3,2,4,4,lunch,11,evening,summer,outdoor,1,2028-06-07
1627,6555,guest_b,1627,4,3,5,4,3,5,5,lunch,12,evening,summer,outdoor,1,2028-06-08
2781,11148,guest_b,2781,3,2,2,3,2,3,3,lunch,8,afternoon,summer,indoor,1,2028-06-08
2782,11150,guest_b,2782,5,5,5,4,5,5,5,lunch,10,evening,summer,outdoor,1,2028-06-08
1628,6558,owner,1628,5,5,5,5,5,5,5,casual,3,night,summer,outdoor,1,2028-06-09
1629,6561,guest_a,1629,4,3,3,4,3,5,4,dinner,8,afternoon,summer,indoor,1,2028-06-10
1630,6567,guest_a,1630,4,4,5,3,4,4,4,lunch,5,evening,summer,indoor,1,2028-06-10
1631,6570,owner,1631,4,3,3,3,3,3,4,celebration,3,evening,summer,indoor,1,2028-06-11
2783,11155,owner,2783,4,3,3,5,4,4,5,casual,3,afternoon,summer,indoor,1,2028-06-13
1632,6575,guest_b,1632,4,3,3,4,4,3,4,celebration,11,afternoon,summer,outdoor,1,2028-06-14
1633,6580,guest_b,1633,4,5,4,4,3,5,4,celebration,8,evening,summer,indoor,1,2028-06-14
2784,11158,guest_b,2784,5,5,4,4,5,4,5,cocktail,8,afternoon,summer,indoor,1,2028-06-14
2785,11161,guest_b,2785,3,2,2,2,2,2,3,cocktail,11,evening,summer,indoor,1,2028-06-14
1634,6584,guest_b,1634,4,4,4,3,4,3,5,lunch,11,evening,summer,outdoor,1,2028-06-15
2786,11167,owner,2786,4,5,5,3,4,4,5,celebration,2,night,summer,outdoor,1,2028-06-15
1635,6586,owner,1635,5,4,5,5,4,5,5,casual,4,afternoon,summer,outdoor,1,2028-06-17
